domain,query,expected_answer_text,expected_context_snippet,source_title,source_url,source_type,source_document_id,source_chunk_id
opening_hours,When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth in 2024-2025 held at Fa Yuen Street Public Library?,2026/12/1 (Tuesday) to 2026/12/31 (Thursday),Date: 2026/12/1 (Tuesday) to 2026/12/31 (Thursday),Hong Kong Public Libraries - Reading Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23426/reading-activities,generated_from_kb,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s2:c0:c6dac61db39e7087
opening_hours,When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth held at Chai Wan Public Library?,2026/11/1 (Sunday) to 2026/11/24 (Tuesday),Date: 2026/11/1 (Sunday) to 2026/11/24 (Tuesday),Hong Kong Public Libraries - Reading Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23426/reading-activities,generated_from_kb,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s3:c0:1e5b3fd6c0b41bd8
opening_hours,When is the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth held at Lam Tin Public Library?,2026/10/1 (Thursday) to 2026/10/26 (Monday),Date: 2026/10/1 (Thursday) to 2026/10/26 (Monday),Hong Kong Public Libraries - Reading Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23426/reading-activities,generated_from_kb,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s4:c0:8e2302e6949fd9e7
events,"What are the dates, time, and venue for the Roving Exhibition on Reading Supernova of Reading Programme for Children and Youth in 2024-2025?","2026/9/1 (Tuesday) to 2026/9/24 (Thursday), Library Opening Hours, Yuen Chau Kok Public Library",Date: 2026/9/1 (Tuesday) to 2026/9/24 (Thursday) Time: Library Opening Hours Venue: Yuen Chau Kok Public Library,Hong Kong Public Libraries - Reading Activities,https://www.hkpl.gov.hk/en/extension-activities/event-category/23426/reading-activities,generated_from_kb,168ef7c9-d20f-41ef-a1f7-922e3693c951,168ef7c9-d20f-41ef-a1f7-922e3693c951:v1:s5:c0:63f1edb935b9af39
e_resources,What is the minimum reading duration for each e-book in the Hong Kong Public Libraries' Digital Collection?,at least three months,The time limit for reading each e-book is at least three months,Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s0:c0:60ab4053f5f7c8e0
e_resources,What mobile app can readers use to download Chinese e-books for offline reading?,Libby mobile app,readers may also download e-books for offline reading via the Libby mobile app,Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s10:c0:939a976b6a512ee9
e_resources,Which mobile app can be used to download OverDrive Chinese eBooks (Simplified Chinese) for offline reading?,Libby mobile app,readers may also download e-books for offline reading via the Libby mobile app,Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s11:c0:34deca8161a1aba5
e_resources,What topics are covered in the Popular Good Reads@SUEP e-book collection?,"literature and fiction, household knowledge, spiritual support, humanities and social science, business and economics, as well as medicines and healthcare","covering such topics as literature and fiction, household knowledge, spiritual support, humanities and social science, business and economics, as well as medicines and healthcare",Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s12:c0:7c2a61cd6a4087f7
e_resources,Which company offers the SUEP e-Book collection through the 'Nowbook Digital Library' e-Book platform?,Sino United Electronic Publishing Ltd. (SUEP),A collection of Chinese e-books offered by Sino United Electronic Publishing Ltd. (SUEP) through the 'Nowbook Digital Library' e-Book platform,Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s14:c0:c8a0ace09078699f
e_resources,What feature does the Boundless e-database offer to help readers track their reading progress and set goals?,a personalised page for readers to track the progress and set goals for reading,This e-database features a personalised page for readers to track the progress and set goals for reading.,Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,generated_from_kb,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v1:s16:c0:f8d6f74f59790714
general,What is the email address to send questions or comments about the Library Catalogue?,libcu@lcsd.gov.hk,"If you have questions or comments about the Library Catalogue, please send them to libcu@lcsd.gov.hk .",Hong Kong Public Libraries - Library Catalogue,https://www.hkpl.gov.hk/en/collections/catalogues/catalogue.html,generated_from_kb,1cad770b-dfea-4de2-abc0-23e1fed42052,1cad770b-dfea-4de2-abc0-23e1fed42052:v1:s0:c0:8931e80cc536fa94
services,How can I pay library fines and fees online?,by credit card,Pay library fines and fees online by credit card,Hong Kong Public Libraries - I Want To...,https://www.hkpl.gov.hk/en/i-want-to-list.html,generated_from_kb,281175b0-6ffe-4ecd-9450-1331022ec044,281175b0-6ffe-4ecd-9450-1331022ec044:v1:s0:c0:f9eae65831ed5869
events,What is the phone number for the 24-hour Telephone Renewal Service?,2827 2833 / 2698 0002,24-hour Telephone Renewal Service Phone Number: 2827 2833 / 2698 0002,Hong Kong Public Libraries - Contact Us,https://www.hkpl.gov.hk/en/about-us/contact-us.html,generated_from_kb,2ccd9b41-566a-4278-8826-e5d0b7ad2713,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c0:6c312a2062daf936
general,What are the available languages for making enquiries or complaints when calling the HKPL Customer Hotline or '1823'?,"Cantonese, Putonghua or English","When calling our Customer Hotline or ""1823"", you can choose to use Cantonese, Putonghua or English to make your enquiries or complaints.",Hong Kong Public Libraries - Contact Us,https://www.hkpl.gov.hk/en/about-us/contact-us.html,generated_from_kb,2ccd9b41-566a-4278-8826-e5d0b7ad2713,2ccd9b41-566a-4278-8826-e5d0b7ad2713:v1:s0:c1:f6a18d9acbe3e4df
general,Which Hong Kong Public Libraries are available for the Dragonsource Qikan Reading Service?,All Hong Kong Public Libraries (excluding mobile libraries),Available at: All Hong Kong Public Libraries (excluding mobile libraries),Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Magazines/all/1,generated_from_kb,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s1:c0:3b70886890e2b11a
general,Where is the Flipster magazine service available?,All Hong Kong Public Libraries (excluding mobile libraries) and Remote Access,"Available at: All Hong Kong Public Libraries (excluding mobile libraries) , Remote Access",Hong Kong Public Libraries - e-Databases - search by subject,https://www.hkpl.gov.hk/en/e-resources/e-databases/subject/Magazines/all/1,generated_from_kb,2df9f701-76b1-4b9d-8417-82b2ed1bc24e,2df9f701-76b1-4b9d-8417-82b2ed1bc24e:v1:s2:c0:b32bef0bdbfec3fb
facilities,Which accessible facility at Hong Kong Public Libraries is specifically designed to assist individuals with hearing impairments in receiving emergency alarm information?,Audio and visual signals of the emergency alarm systems,Audio and visual signals of the emergency alarm systems,Hong Kong Public Libraries - Library Barrier-free Facilities,https://www.hkpl.gov.hk/en/about-us/barrier-free.html,generated_from_kb,2f176e87-cbe0-4858-8d63-1003bddd2c9a,2f176e87-cbe0-4858-8d63-1003bddd2c9a:v1:s0:c0:60c3216125689595
opening_hours,"What are the opening hours for the Students' study rooms of the Hong Kong Public Libraries on Saturday, Sunday and public holidays during the period from 1 March to 7 May 2026?",5:30 pm - 9:30 pm,"5:30 pm - 9:30 pm (Saturday, Sunday and public holidays)",Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2026),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2026_ocrdg8ihpdtkk6llrj0dthdop.html,generated_from_kb,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e
opening_hours,What are the opening hours of the HKPL students' study rooms from 8 to 31 May 2026 on public holidays?,8:00 am - 9:30 pm,"8:00 am - 9:30 pm (Saturday, Sunday and public holidays)",Hong Kong Public Libraries - Notes on Application for Admission Card to Students' Study Room (Applicable to the examination season from March to May in 2026),https://www.hkpl.gov.hk/en/library-notices/locat_hour_loh_ssroh2026_ocrdg8ihpdtkk6llrj0dthdop.html,generated_from_kb,325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114
general,What is the email address to submit information regarding objectionable contents in HKPL collections?,bookreport@lcsd.gov.hk,email the required information to bookreport@lcsd.gov.hk,Hong Kong Public Libraries - Collection of Views on Library Collections,https://www.hkpl.gov.hk/en/about-us/collection-develop/collection-of-views-on-library-collections.html,generated_from_kb,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe
general,What is the purpose of the reported information regarding the Collection of Views on Library Collections?,The reported information is intended for handling library materials of the HKPL only.,The reported information is intended for handling library materials of the HKPL only;,Hong Kong Public Libraries - Collection of Views on Library Collections,https://www.hkpl.gov.hk/en/about-us/collection-develop/collection-of-views-on-library-collections.html,generated_from_kb,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783
events,When and where is the Hok Hoi Lecture titled 'The Poetic Artistry of Li Bai' held?,"2026/08/01 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/08/01 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),https://www.hkpl.gov.hk/en/extension-activities/sub-event/293366/hok-hoi-lectures-on-chinese-wisdom-and-life-pursuits-may-to-aug-2026,generated_from_kb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1
events,"When and where is the Hok Hoi Lecture titled 'What is ""Li"" (Ritual)?' held?","2026/07/04 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/07/04 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),https://www.hkpl.gov.hk/en/extension-activities/sub-event/293366/hok-hoi-lectures-on-chinese-wisdom-and-life-pursuits-may-to-aug-2026,generated_from_kb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa
events,"When and where is the Hok Hoi Lecture titled 'Empress Wu Zetian's Governance, Religious Beliefs, and Ideology of Loyal Ministers' held?","2026/06/06 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/06/06 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),https://www.hkpl.gov.hk/en/extension-activities/sub-event/293366/hok-hoi-lectures-on-chinese-wisdom-and-life-pursuits-may-to-aug-2026,generated_from_kb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s7:c0:bca5b116c8242267
events,When and where is the Hok Hoi Lecture titled 'Truth within the Strange: Morality and Meaning in Classical Chinese Fantasy Tales' held?,"2026/05/02 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","Date & Time: 2026/05/02 (Saturday) 11:00 a.m. – 12:30 p.m. Venue: Hong Kong Central Library (Lecture Theatre, G/F)",Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),https://www.hkpl.gov.hk/en/extension-activities/sub-event/293366/hok-hoi-lectures-on-chinese-wisdom-and-life-pursuits-may-to-aug-2026,generated_from_kb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s8:c0:e18a8a9384a0318f
e_resources,What is the minimum reading time limit for each e-book in the Pop-up e-Book collection?,at least three months,The time limit for reading each e-book is at least three months,Hong Kong Public Libraries - Pop-up e-Book,https://www.hkpl.gov.hk/en/collections/pop-up-e-book.html,generated_from_kb,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95
e_resources,Do readers need to log into their library accounts to read the pop-up e-books on the webpage?,"No, readers do not have to log into their library accounts.",Readers do not have to log into their library accounts.,Hong Kong Public Libraries - Pop-up e-Book,https://www.hkpl.gov.hk/en/collections/pop-up-e-book.html,generated_from_kb,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s8:c0:440eb4cc97af58da
general,How many lending books does each self-service library station provide?,about 350 lending books,Each self-service library station will provide about 350 lending books,Hong Kong Public Libraries - Station Catalogue,https://www.hkpl.gov.hk/en/about-us/services/library-station/catalogue.html,generated_from_kb,541f0dc3-0208-4c7b-b452-167f12e4932c,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s0:c0:ce1330187f935634
e_resources,Which e-database is available only in the Chinese version?,Kiss Holiday,Kiss Holiday (Chinese version only),Hong Kong Public Libraries - Electronic Resources for Kids,https://www.hkpl.gov.hk/en/kids/e-resource/e-resource_1.html,generated_from_kb,543a38a3-8bb4-43f5-af8a-7e8a241f3df9,543a38a3-8bb4-43f5-af8a-7e8a241f3df9:v1:s2:c0:a0409bf863252629
events,When and where is the Parent-Child Story Theatre on 'Historical Figures from Sui and Tang Dynasties' held?,2026/8/23 (Sunday) at Fanling Public Library (Extension Activities Room),Date: 2026/8/23 (Sunday) Time: 2:00 p.m. to 3:00 p.m. Venue: Fanling Public Library (Extension Activities Room),Parent-Child Story Theatre Event,https://www.hkpl.gov.hk/en/extension-activities/event/291604/parent-child-story-theatre-on-historical-figures-from-sui-and-tang-dynasties,generated_from_kb,54a99664-9994-454a-b750-89522cc03e42,54a99664-9994-454a-b750-89522cc03e42:v1:s4:c0:6f6134315a369f93
e_resources,Which e-book collection provides access to Jin Yong Martial Arts Novels?,Jin Yong Martial Arts Novels,Jin Yong Martial Arts Novels,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s0:c0:1831ed23a3cc55b1
e_resources,When was the OverDrive Chinese eBooks (Simplified Chinese) service launched?,30 December 2025,OverDrive Chinese eBooks (Simplified Chinese) has been launched since 30 December 2025!,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s10:c0:17626e787f3cdb4e
e_resources,Which electronic resource provides access to the China Academic Journals Full-text Database?,China Academic Journals Full-text Database (CJFD),China Academic Journals Full-text Database (CJFD),Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s12:c0:006a61a9da24ac21
e_resources,Which e-book collection is specifically designated for children?,Apabi Chinese eBooks (Children's Collection),Apabi Chinese eBooks (Children's Collection),Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s1:c0:4dc1dc42ce878957
e_resources,Which electronic resource platform is listed under the English e-Books section for the Naxos Spoken Word Library?,Naxos Spoken Word Library,Naxos Spoken Word Library,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s2:c0:f5e9f8b9bbb62ff0
e_resources,What is the name of the interactive learning platform mainly for pre-school children mentioned in the e-Resources highlights?,Good Reads@e-Reading,A fun and interative learning platform mainly for pre-school children,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s3:c0:95570a88bce1fc00
general,Which subject category in the HKPL e-Databases list includes 'Hong Kong Resources'?,Hong Kong Resources,Hong Kong Resources,Hong Kong Public Libraries - Electronic Resources,https://www.hkpl.gov.hk/en/e-resources/,generated_from_kb,5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s4:c0:1d94c25744034e36
opening_hours,When and where is the roving exhibition titled 'Blissful Moments Between Pages' for the Senior Secondary Category held?,2026/11/8 (Sunday) to 2026/11/30 (Monday) at Shek Tong Tsui Public Library,Date: 2026/11/8 (Sunday) to 2026/11/30 (Monday) Time: Library Opening Hours Venue: Shek Tong Tsui Public Library,Hong Kong Public Libraries - Awards / Competitions,https://www.hkpl.gov.hk/en/extension-activities/event-category/13581/awards-and-competitions,generated_from_kb,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s10:c0:b6d2d4a69c829427
opening_hours,When is the roving exhibition titled 'Blissful Moments Between Pages' held at Sham Shui Po Public Library?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday),Date: 2026/12/8 (Tuesday) to 2026/12/31 (Thursday),Hong Kong Public Libraries - Awards / Competitions,https://www.hkpl.gov.hk/en/extension-activities/event-category/13581/awards-and-competitions,generated_from_kb,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s2:c0:212f60030db83fd8
opening_hours,What are the dates and venue for the roving exhibition titled 'Blissful Moments Between Pages'?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday) at Ma On Shan Public Library,Date: 2026/12/8 (Tuesday) to 2026/12/31 (Thursday) Time: Library Opening Hours Venue: Ma On Shan Public Library,Hong Kong Public Libraries - Awards / Competitions,https://www.hkpl.gov.hk/en/extension-activities/event-category/13581/awards-and-competitions,generated_from_kb,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s3:c0:d988c26250960703
opening_hours,When and where is the roving exhibition titled 'Blissful Moments Between Pages' held?,2026/12/8 (Tuesday) to 2026/12/31 (Thursday) at Tung Chung Public Library,Date: 2026/12/8 (Tuesday) to 2026/12/31 (Thursday) Time: Library Opening Hours Venue: Tung Chung Public Library,Hong Kong Public Libraries - Awards / Competitions,https://www.hkpl.gov.hk/en/extension-activities/event-category/13581/awards-and-competitions,generated_from_kb,5b37a8c7-8399-49ee-8e43-b38ab8080170,5b37a8c7-8399-49ee-8e43-b38ab8080170:v1:s4:c0:281d34f575ceb533
account_password,What is the phone number to contact for enquiries regarding library account passwords?,2921 0208,please phone to 2921 0208*,Hong Kong Public Libraries - Internet Reference Enquiry Service,https://www.hkpl.gov.hk/en/ask-a-librarian/form.html,generated_from_kb,5ee77841-3eef-416b-9ab6-39dff8ff2a79,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c0:1dc9645bd5f59fe9
contact_info,What is the phone number for the Multimedia Information System Service Enquiry?,2921 2598,Multimedia Information System Service Enquiry Phone Number: 2921 2598,Hong Kong Public Libraries - Internet Reference Enquiry Service,https://www.hkpl.gov.hk/en/ask-a-librarian/form.html,generated_from_kb,5ee77841-3eef-416b-9ab6-39dff8ff2a79,5ee77841-3eef-416b-9ab6-39dff8ff2a79:v1:s1:c1:6b686d7326ed8ed2
events,When and where is the subject talk titled 'Remembering Our Heroes: The War of Resistance History of the Outlying Islands' held?,2026/9/13 (Sunday) at Cheung Chau Public Library,Date: 2026/9/13 (Sunday) Time: 2:30 p.m. to 4:00 p.m. Venue: Cheung Chau Public Library,Hong Kong Public Libraries - Talks / Workshops,https://www.hkpl.gov.hk/en/extension-activities/event-category/23433/talks-and-workshop,generated_from_kb,64d0cf01-8acd-4853-a297-5419978dc695,64d0cf01-8acd-4853-a297-5419978dc695:v1:s10:c0:61f21de9cca3356e
