domain,query,expected_answer_text,expected_context_snippet,accepted_answers_json,source_title,source_url,source_document_id,source_chunk_id
general,Where are library items with the status 'Closed Stack' shelved?,stacks located at mobile library offices or the self-service library station office,shelved in stacks located at mobile library offices or the self-service library station office,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-closed-stack.html,157ed7c9-e868-438e-a3dd-2ae715ef37c9,157ed7c9-e868-438e-a3dd-2ae715ef37c9:v1:s0:c0:8c6df41d276c4cad
general,What phone number should I call to arrange for a self-service library station item to be shelved for public borrowing?,2891 9355,you may call 2891 9355 during office hours for arranging to shelve the item at corresponding library station for borrowing by the public,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-closed-stack.html,157ed7c9-e868-438e-a3dd-2ae715ef37c9,157ed7c9-e868-438e-a3dd-2ae715ef37c9:v1:s1:c0:2e37e43b37e1778b
general,Can I make a reservation for access to library materials in closed stack through the online catalogue?,"No, you cannot make a reservation for access to library materials with ""Closed Stack"" status through the online catalogue.","You cannot make a reservation for access to library materials with ""Closed Stack"" status through the online catalogue.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-closed-stack.html,157ed7c9-e868-438e-a3dd-2ae715ef37c9,157ed7c9-e868-438e-a3dd-2ae715ef37c9:v1:s2:c0:8afe48997f29e558
general,"Where are mobile library materials with ""Closed Stack"" status shelved?",shelved at mobile library offices,"Mobile library materials with ""Closed Stack"" status are shelved at mobile library offices.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-closed-stack.html,157ed7c9-e868-438e-a3dd-2ae715ef37c9,157ed7c9-e868-438e-a3dd-2ae715ef37c9:v1:s3:c0:9c93c81f3a99e251
general,Is there a fee to request a mobile library item with 'Closed Stack' status at a frequently visited mobile library stop?,No charge is required.,No charge is required.,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-closed-stack.html,157ed7c9-e868-438e-a3dd-2ae715ef37c9,157ed7c9-e868-438e-a3dd-2ae715ef37c9:v1:s4:c0:a23d8efb4ecb05d8
e_resources,Which company offers the SUEP e-Book collection through the 'Nowbook Digital Library' e-Book platform?,Sino United Electronic Publishing Ltd. (SUEP),A collection of Chinese e-books offered by Sino United Electronic Publishing Ltd. (SUEP) through the 'Nowbook Digital Library' e-Book platform,[],Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v7:s14:c0:c8a0ace09078699f
e_resources,What feature does the Boundless e-database offer to help readers track their reading progress and set goals?,a personalised page for readers to track the progress and set goals for reading,This e-database features a personalised page for readers to track the progress and set goals for reading,[],Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home,19afe8e9-570c-4e4e-b2dd-e192b485a0e5,19afe8e9-570c-4e4e-b2dd-e192b485a0e5:v7:s16:c0:f8d6f74f59790714
events,On which dates will the Mobile Library 4 service be suspended at Yat Tung Estate?,06.07.2026 (Monday) & 08.07.2026 (Wednesday),Service Point Suspension Date Yat Tung Estate 06.07.2026 (Monday) & 08.07.2026 (Wednesday),[],Hong Kong Public Libraries - Suspension of Mobile Library Services – Mobile Library 4 [Service Suspension Date: 02.07.2026 - 08.07.2026],https://www.hkpl.gov.hk/en/library-notices/notice_ml4_2nd2026routinemaintenance2to8jul2026_k3t1gftr4brjfqe57g5olrjq6s.html,19edac78-21b1-420b-9103-3b144368127e,19edac78-21b1-420b-9103-3b144368127e:v1:s1:c0:8302638e01dc2c26
hkcl_information,Which library locations are excluded from the 'All Hong Kong Public Libraries' option in the Location filter?,mobile libraries,All Hong Kong Public Libraries (excluding mobile libraries),[],Hong Kong Public Libraries - e-Databases - search by keyword,https://www.hkpl.gov.hk/en/e-resources/e-databases/keyword/Music%20Periodicals%20Database/all/1,1a71c689-9d81-43ef-828b-c70cf7007d2c,1a71c689-9d81-43ef-828b-c70cf7007d2c:v1:s0:c0:cbb95a6fc28fdfae
general,"When is the mobile library service at the stop adjacent to Pok Hong Community Hall, Pok Hong Estate, Sha Tin suspended?",5.6.2026 (Friday) PM,5.6.2026 (Friday) PM,[],Hong Kong Public Libraries - Temporary Suspension of Mobile Library Services – Mobile Library 2,https://www.hkpl.gov.hk/en/library-notices/ml2_pokhongestate2026.06.05_b4kj4bjpk850t1v7okejls0oqg.html,1a9e2151-9713-42e6-a0b7-c6c8839b4739,1a9e2151-9713-42e6-a0b7-c6c8839b4739:v1:s0:c0:760fe9d3522b26d1
general,What personal data will be read from a smart ID card when a patron uses it to borrow library materials?,only your HKID number and Date of Issue,"When you use your smart ID card to borrow library materials, only your HKID number and Date of Issue will be read from your smart ID card.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s0:c0:3e331d76f38ce655
general,Does applying for both a library card and a smart ID card double a patron's borrowing privilege?,No. Each registered patron is allowed to borrow a maximum of ten library items.,No. Each registered patron is allowed to borrow a maximum of ten library items.,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s0:c0:5e7259a6664f6dfe
general,Do I need to report the loss of my smart ID card to the libraries if I have already reported it to the Immigration Department?,"Yes, you are required to report to the libraries immediately because personal data is not shared between the libraries and the Immigration Department.","Yes. To protect your personal data privacy, your personal data, including the report loss of your smart ID card, will not be shared between the libraries and the Immigration Department and thus you are also required to report to the libraries immediately.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s0:c0:a56287ad102a5e13
general,What proof of address is required when applying for a library card if one has not been issued yet?,proof of address such as electricity bills,"If you have not been issued with a library card, you are also required to produce proof of address such as electricity bills.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s0:c0:cfc505297a794a81
general,Will library card data or borrowing records be stored on a smart ID card when applying for library services?,"No. Actually in terms of library services, no library card data or borrowing records will be stored in your smart ID card.",no library card data or borrowing records will be stored in your smart ID card,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s0:c0:e12804a829f9ee52
general,Will the use of a smart ID card for library services expire after a certain period of time?,"No, unless you have made an application for discontinuing the service.","No, unless you have made an application for discontinuing the service.",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s1:c0:03bd35072afcf9ef
general,Where can I obtain the application form for the Smart ID Card service?,from all public libraries or downloaded here,The form can be obtained from all public libraries or downloaded here,[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-smart.html,1dd41a82-0e03-4186-a5dd-a61ac111c829,1dd41a82-0e03-4186-a5dd-a61ac111c829:v1:s1:c0:5e4d975de7fba92e
general,What are the service suspension dates for the Self-service Library Station at Hong Kong Cultural Centre?,17.02.2026 - 19.02.2026,Service Suspension Date: 17.02.2026 - 19.02.2026,[],Hong Kong Public Libraries - Partial Service Suspension of Self-service Library Station - Hong Kong Cultural Centre [Service Suspension Date: 17.02.2026 - 19.02.2026],https://www.hkpl.gov.hk/en/library-notices/notice_bdk_maintenance_notice_17.02.2026-19.02.2026_ji2hvom8tkgim9itt4d6a0eka8.html,1fed8454-bc73-446e-bb10-66d5db0b1365,1fed8454-bc73-446e-bb10-66d5db0b1365:v1:s0:c0:7351e2b613021afa
