domain,query,expected_answer_text,expected_context_snippet,expected_context_snippets_json,accepted_answers_json,source_title,source_url,source_document_id,source_chunk_id,source_chunk_ids_json
e_resources,"What is the name of the English e-book collection that provides flexible modes for readers, such as online reading or offline reading on desktop computers using the software 'Thorium'?",eBooks on EBSCO host,"eBooks on EBSCO host

This English e-book collection contains a wide range of categories including leisure reading materials, children's and young adult collection and fiction, covering subjects like business and economics, social sciences and more. It also provides flexible modes for readers, such as online reading or offline reading on desktop computers using e-book reader software ""Thorium"".","[""eBooks on EBSCO host\n\nThis English e-book collection contains a wide range of categories including leisure reading materials, children's and young adult collection and fiction, covering subjects like business and economics, social sciences and more. It also provides flexible modes for readers, such as online reading or offline reading on desktop computers using e-book reader software \""Thorium\"".""]",[],Hong Kong Public Libraries -e-Books,https://www.hkpl.gov.hk/en/e-resources/e-books/home/7578,074f7678-ce14-4bdf-b539-4e71c1b3aa2d,074f7678-ce14-4bdf-b539-4e71c1b3aa2d:v1:lb906e638c8d8:p1:dda20ac92c3ca9db,"[""074f7678-ce14-4bdf-b539-4e71c1b3aa2d:v1:lb906e638c8d8:p1:dda20ac92c3ca9db""]"
general,What is the official name of the resource centre operated by the Hong Kong Film Archive?,Resource Centre,Hong Kong Film Archive - Resource Centre,"[""Hong Kong Film Archive - Resource Centre""]",[],Hong Kong Public Libraries - Other Libraries and Resource Centres in Hong Kong,https://www.hkpl.gov.hk/en/locations/other-libraries.html,07b3e8a5-ed9f-43d3-8770-4550ade520ef,07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:lb745a7758059:p1:35ae02209aeb2bea,"[""07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:lb745a7758059:p1:35ae02209aeb2bea""]"
events,What is the name of the library associated with the Hong Kong Eye Hospital listed in the Other Libraries and Resource Centres?,Patient Resource Centre,- [Hong Kong Eye Hospital - Patient Resource Centre](http://www.ha.org.hk/visitor/ha_visitor_index.asp?Content_ID=100159&Lang=ENG),"[""- [Hong Kong Eye Hospital - Patient Resource Centre](http://www.ha.org.hk/visitor/ha_visitor_index.asp?Content_ID=100159&Lang=ENG)""]",[],Hong Kong Public Libraries - Other Libraries and Resource Centres in Hong Kong,https://www.hkpl.gov.hk/en/locations/other-libraries.html,07b3e8a5-ed9f-43d3-8770-4550ade520ef,07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:l2006db53d3ce:p2:a588ea10346d8422,"[""07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:l2006db53d3ce:p2:a588ea10346d8422""]"
general,What is the URL for the Tung Wah Museum - Reference Library?,http://www.tungwah.org.hk/en/heritage/tw-museum/museum-library/,Tung Wah Museum - Reference Library](http://www.tungwah.org.hk/en/heritage/tw-museum/museum-library/),"[""Tung Wah Museum - Reference Library](http://www.tungwah.org.hk/en/heritage/tw-museum/museum-library/)""]",[],Hong Kong Public Libraries - Other Libraries and Resource Centres in Hong Kong,https://www.hkpl.gov.hk/en/locations/other-libraries.html,07b3e8a5-ed9f-43d3-8770-4550ade520ef,07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:l9e00dc9fc291:p1:3fc0d49d8c9b8fe1,"[""07b3e8a5-ed9f-43d3-8770-4550ade520ef:v1:l9e00dc9fc291:p1:3fc0d49d8c9b8fe1""]"
general,"What are the specific dates and times for the partial service suspension of the Self-service Library Station at Tsuen Nam Road, Tai Wai due to library system maintenance?","The service will be suspended from 00:30 am on 17 February, 2026 (Tuesday) to 11:59 pm on 19 February, 2026 (Thursday).","From 00:30 am on 17 February, 2026 (Tuesday) to 11:59 pm on 19 February, 2026 (Thursday)","[""From 00:30 am on 17 February, 2026 (Tuesday) to 11:59 pm on 19 February, 2026 (Thursday)""]",[],"Hong Kong Public Libraries - Partial Service Suspension of Self-service Library Station - Tsuen Nam Road, Tai Wai [Service Suspension Date: 17.02.2026 - 19.02.2026]",https://www.hkpl.gov.hk/en/library-notices/notice_bdnt_maintenance_notice_17.02.2026-19.02.2026_mc075vgmkqvduol8snr8methot.html,07dc3089-bf5a-46fe-ab1e-cf4d01fb489f,07dc3089-bf5a-46fe-ab1e-cf4d01fb489f:v1:l3938d095647f:p1:ba0ab78525f37b9f,"[""07dc3089-bf5a-46fe-ab1e-cf4d01fb489f:v1:l3938d095647f:p1:ba0ab78525f37b9f""]"
opening_hours,What are the opening hours for the Hong Kong Central Library on Christmas Eve?,"The Hong Kong Central Library will be closed at 5:00 p.m. on Christmas Eve, with the opening time remaining unchanged (10:00 am).",10:00 am - 9:00 pm,"[""10:00 am - 9:00 pm"", ""All libraries (except self-service library stations) will be closed at 5:00 p.m. on the following days with the opening time remaining unchanged: New Year's Eve, Chinese New Year's Eve, Mid-Autumn Festival and Christmas Eve.""]",[],Hong Kong Public Libraries - Opening Hours for Public Libraries and Students' Study Room,https://www.hkpl.gov.hk/en/locations/opening-hours.html,08cb2963-cd96-4245-9530-f975061117e9,08cb2963-cd96-4245-9530-f975061117e9:v1:l21c76d92119f:p1:06fde18f710506de,"[""08cb2963-cd96-4245-9530-f975061117e9:v1:l21c76d92119f:p1:06fde18f710506de"", ""08cb2963-cd96-4245-9530-f975061117e9:v1:ld01e29254d5e:p1:ba032ae86cc3b73f""]"
opening_hours,What are the opening hours for the Hong Kong Central Library on Christmas Day?,The Hong Kong Central Library will be closed at 5:00 p.m. on Christmas Day.,Christmas Day,"[""Christmas Day"", ""the Hong Kong Central Library will be closed at 5:00 p.m.""]",[],Hong Kong Public Libraries - Opening Hours for Public Libraries and Students' Study Room,https://www.hkpl.gov.hk/en/locations/opening-hours.html,08cb2963-cd96-4245-9530-f975061117e9,08cb2963-cd96-4245-9530-f975061117e9:v1:lbd32525affe4:p1:6148a7b3bd0766b0,"[""08cb2963-cd96-4245-9530-f975061117e9:v1:lbd32525affe4:p1:6148a7b3bd0766b0"", ""08cb2963-cd96-4245-9530-f975061117e9:v1:lcee4f55c05db:p1:da8cd5c158efe353""]"
opening_hours,What are the opening hours for the Aberdeen Public Library on a Tuesday?,9:00 am - 8:00 pm,"Major * / District libraries
Aberdeen Chai Wan Kowloon * Lam Tin Lockhart Road Ngau Chi Wan North Point Po On Road Sham Shui Po Shek Tong Tsui Shui Wo Street Yau Ma Tei | 12:00 noon - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 5:00 pm | 9:00 am - 5:00 pm","[""Major * / District libraries\nAberdeen Chai Wan Kowloon * Lam Tin Lockhart Road Ngau Chi Wan North Point Po On Road Sham Shui Po Shek Tong Tsui Shui Wo Street Yau Ma Tei | 12:00 noon - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 5:00 pm | 9:00 am - 5:00 pm""]",[],Hong Kong Public Libraries - Opening Hours for Public Libraries and Students' Study Room,https://www.hkpl.gov.hk/en/locations/opening-hours.html,08cb2963-cd96-4245-9530-f975061117e9,08cb2963-cd96-4245-9530-f975061117e9:v1:l0cc2b900e5fd:p1:3716fe68729eb1f7,"[""08cb2963-cd96-4245-9530-f975061117e9:v1:l0cc2b900e5fd:p1:3716fe68729eb1f7""]"
opening_hours,What are the opening hours for the City Hall Public Library on Thursday?,12:00 noon - 8:00 pm,City Hall * Fa Yuen Street Lai Chi Kok Ngau Tau Kok Quarry Bay San Po Kong To Kwa Wan | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 12:00 noon - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 5:00 pm | 9:00 am - 5:00 pm,"[""City Hall * Fa Yuen Street Lai Chi Kok Ngau Tau Kok Quarry Bay San Po Kong To Kwa Wan | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 12:00 noon - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 8:00 pm | 9:00 am - 5:00 pm | 9:00 am - 5:00 pm""]",[],Hong Kong Public Libraries - Opening Hours for Public Libraries and Students' Study Room,https://www.hkpl.gov.hk/en/locations/opening-hours.html,08cb2963-cd96-4245-9530-f975061117e9,08cb2963-cd96-4245-9530-f975061117e9:v1:l5ed24be54bba:p1:d1a6450f4edb45b8,"[""08cb2963-cd96-4245-9530-f975061117e9:v1:l5ed24be54bba:p1:d1a6450f4edb45b8""]"
opening_hours,What are the opening hours for the Self-service Library Station at the Island East Sports Centre Sitting-out Area?,"24 hours a day, 7 days per week (except for daily short suspension periods for replenishment, collection of library materials, and system maintenance).","Self-service Library Stations
Island East Sports Centre Sitting-out Area | 24 hours a day, 7 days per week* *Except daily short suspension period for replenishment and collection of library materials, and suspension of services for system maintenance.","[""Self-service Library Stations\nIsland East Sports Centre Sitting-out Area | 24 hours a day, 7 days per week* *Except daily short suspension period for replenishment and collection of library materials, and suspension of services for system maintenance.""]",[],Hong Kong Public Libraries - Opening Hours for Public Libraries and Students' Study Room,https://www.hkpl.gov.hk/en/locations/opening-hours.html,08cb2963-cd96-4245-9530-f975061117e9,08cb2963-cd96-4245-9530-f975061117e9:v1:l9a99bf0fd294:p1:5ee6877cebd920ad,"[""08cb2963-cd96-4245-9530-f975061117e9:v1:l9a99bf0fd294:p1:5ee6877cebd920ad""]"
general,What is the standard retention period for library items retrieved from off-site reserve stacks before a request is cancelled?,"Normally, the items will be kept for 10 days. If an item is not collected within the specified period, the request will be cancelled and the item will be returned to the reserve stack.","Normally, the items will be kept for 10 days. If an item is not collected within the specified period, the request will be cancelled and the item will be returned to the reserve stack.","[""Normally, the items will be kept for 10 days. If an item is not collected within the specified period, the request will be cancelled and the item will be returned to the reserve stack.""]",[],Hong Kong Public Libraries - Frequently Asked Questions,https://www.hkpl.gov.hk/en/about-us/faq-offsite.html,094c799b-6a6c-4e2a-87b8-91333f81ff1c,094c799b-6a6c-4e2a-87b8-91333f81ff1c:v1:l55590bacd3f2:p1:86a5e1c220ef4523,"[""094c799b-6a6c-4e2a-87b8-91333f81ff1c:v1:l55590bacd3f2:p1:86a5e1c220ef4523""]"
general,"What assistive reading equipment is available at some public libraries to help elderly users magnify content in books, newspapers, and magazines?","Some public libraries are equipped with adjustable reading tables and desktop video magnifiers. Magnifying sheets and magnifying glasses are also available for loan at the Service Counter. Adjustable reading tables allow users to meet the needs of different users. Desktop video magnifiers enable readers to magnify content to a size that suits their needs. Portable magnifying sheets and magnifying glasses allow readers to place them directly on books, newspapers, or magazines while reading.","Some public libraries are equipped with adjustable reading tables and desktop video magnifiers. These magnifiers have dedicated monitors which enable readers to magnify the content in reading materials such as books, newspapers and magazines to a size that suits their needs. Magnifying sheets and magnifying glasses are also available for loan at the Service Counter for reading library materials.","[""Some public libraries are equipped with adjustable reading tables and desktop video magnifiers. These magnifiers have dedicated monitors which enable readers to magnify the content in reading materials such as books, newspapers and magazines to a size that suits their needs. Magnifying sheets and magnifying glasses are also available for loan at the Service Counter for reading library materials."", ""Adjustable reading table. Desktop video magnifier"", ""Readers can magnify the content in books, newspapers and magazines to a size that suits their needs. Desktop video magnifier"", ""Readers can place the portable magnifying sheets or magnifying glasses directly on books, newspapers or magazines while reading. Portable magnifying sheets and magnifying glasses""]",[],Hong Kong Public Libraries - Library Elderly-friendly Measures,https://www.hkpl.gov.hk/en/about-us/services/library-elderly-friendly-measures.html,0b286699-d67d-4f36-8431-09215446ba2c,0b286699-d67d-4f36-8431-09215446ba2c:v1:l14b0a8214d68:p1:55baf4f227001f0b,"[""0b286699-d67d-4f36-8431-09215446ba2c:v1:l14b0a8214d68:p1:55baf4f227001f0b"", ""0b286699-d67d-4f36-8431-09215446ba2c:v1:l14b0a8214d68:p1:55baf4f227001f0b"", ""0b286699-d67d-4f36-8431-09215446ba2c:v1:l14b0a8214d68:p1:55baf4f227001f0b"", ""0b286699-d67d-4f36-8431-09215446ba2c:v1:l14b0a8214d68:p1:55baf4f227001f0b""]"
general,What assistive software and hardware are provided in computers at all static public libraries in Hong Kong to assist the elderly?,"Computers installed with assistive software, hardware or functions to assist the elderly in browsing the Internet and using library computer facilities. These include screen-reading software and screen magnification software. The Hong Kong Central Library also provides Open Book software for scanning and reading English books or materials.","All static public libraries in Hong Kong provide computers installed with assistive software, hardware or functions to assist the elderly in browsing the Internet and using library computer facilities. These include screen-reading software and screen magnification software. The Hong Kong Central Library also provides Open Book software for scanning and reading English books or materials.","[""All static public libraries in Hong Kong provide computers installed with assistive software, hardware or functions to assist the elderly in browsing the Internet and using library computer facilities. These include screen-reading software and screen magnification software. The Hong Kong Central Library also provides Open Book software for scanning and reading English books or materials.""]",[],Hong Kong Public Libraries - Library Elderly-friendly Measures,https://www.hkpl.gov.hk/en/about-us/services/library-elderly-friendly-measures.html,0b286699-d67d-4f36-8431-09215446ba2c,0b286699-d67d-4f36-8431-09215446ba2c:v1:l199e092f8f89:p1:1154c4c18268c43c,"[""0b286699-d67d-4f36-8431-09215446ba2c:v1:l199e092f8f89:p1:1154c4c18268c43c""]"
general,What furniture feature does the HKPL provide to help elderly users get up from chairs?,The HKPL provides chairs with armrests to help elderly users get up from the chairs.,chairs with armrests to help elderly users get up from the chairs,"[""chairs with armrests to help elderly users get up from the chairs""]",[],Hong Kong Public Libraries - Library Elderly-friendly Measures,https://www.hkpl.gov.hk/en/about-us/services/library-elderly-friendly-measures.html,0b286699-d67d-4f36-8431-09215446ba2c,0b286699-d67d-4f36-8431-09215446ba2c:v1:lfe0247363c69:p1:37fcf09d9328d971,"[""0b286699-d67d-4f36-8431-09215446ba2c:v1:lfe0247363c69:p1:37fcf09d9328d971""]"
general,What type of library materials will the HKPL continue to acquire for elderly users?,The HKPL will continue to acquire large print books and audio books.,"The HKPL will continue to acquire library materials that are suitable for the elderly, including large print books and audio books.","[""The HKPL will continue to acquire library materials that are suitable for the elderly, including large print books and audio books.""]",[],Hong Kong Public Libraries - Library Elderly-friendly Measures,https://www.hkpl.gov.hk/en/about-us/services/library-elderly-friendly-measures.html,0b286699-d67d-4f36-8431-09215446ba2c,0b286699-d67d-4f36-8431-09215446ba2c:v1:lc638a77466d6:p1:55fe2620ecd5575f,"[""0b286699-d67d-4f36-8431-09215446ba2c:v1:lc638a77466d6:p1:55fe2620ecd5575f""]"
hkcl_information,What is the full address of the Basic Law Library managed by the Hong Kong Public Libraries?,"5/F, City Hall High Block, Central, Hong Kong.",The Basic Law Library located at the 5/F of City Hall Public Library,"[""The Basic Law Library located at the 5/F of City Hall Public Library"", ""The Basic Law Library is located at:\nCity Hall Public Library\n5/F, City Hall High Block, Central,\nHong Kong.""]",[],Hong Kong Public Libraries - Basic Law Library,https://www.hkpl.gov.hk/en/reference/special/bll.html,0eabc787-e4d1-4323-9265-072704b2bdfb,0eabc787-e4d1-4323-9265-072704b2bdfb:v1:l74c769bf4fa6:p1:4d0d4672e61a567a,"[""0eabc787-e4d1-4323-9265-072704b2bdfb:v1:l74c769bf4fa6:p1:4d0d4672e61a567a"", ""0eabc787-e4d1-4323-9265-072704b2bdfb:v1:l3d5cc92c5a04:p1:400616d74101450e""]"
general,What are the download links for the CSV files of the Top 100 Most Borrowed books in English Adult Lending Fiction and Chinese Adult Lending Non-Fiction for the year 2020?,"The download link for English Adult Lending Fiction is /en/common/attachments/collections/top-100-most-borrowed/2020/EALF.csv, and the download link for Chinese Adult Lending Non-Fiction is /en/common/attachments/collections/top-100-most-borrowed/2020/CALNF.csv.","Adult Lending Fiction, 2 = [ [Download CSV](/en/common/attachments/collections/top-100-most-borrowed/2020/EALF.csv) ].","[""Adult Lending Fiction, 2 = [ [Download CSV](/en/common/attachments/collections/top-100-most-borrowed/2020/EALF.csv) ]."", ""Adult Lending Non-Fiction, 2 = [ [Download CSV](/en/common/attachments/collections/top-100-most-borrowed/2020/CALNF.csv) ].""]",[],Hong Kong Public Libraries - 2020,https://www.hkpl.gov.hk/en/collections/top-100-most-borrowed/2020.html,0fc39c5e-8bb5-459d-941c-bb81bc3d2681,0fc39c5e-8bb5-459d-941c-bb81bc3d2681:v1:l4c2f67336c8a:p1:24d9899b1d58eac4,"[""0fc39c5e-8bb5-459d-941c-bb81bc3d2681:v1:l4c2f67336c8a:p1:24d9899b1d58eac4"", ""0fc39c5e-8bb5-459d-941c-bb81bc3d2681:v1:l1dd8966d65ae:p1:510dc324c181fe24""]"
